carnet,nombre,carrera,departamento,promedio
EST091135,Estudiante 91135,Administración,San Miguel,7.83
EST091136,Estudiante 91136,Arquitectura,La Libertad,6.96
EST091137,Estudiante 91137,Administración,Santa Ana,5.86
EST091138,Estudiante 91138,Administración,Santa Ana,7.66
EST091139,Estudiante 91139,Contaduría,San Miguel,5.72
EST091140,Estudiante 91140,Ingeniería en Sistemas,San Salvador,8.17
EST091141,Estudiante 91141,Ingeniería en Sistemas,San Miguel,8.07
EST091142,Estudiante 91142,Arquitectura,Sonsonate,7.69
EST091143,Estudiante 91143,Ingeniería en Sistemas,Santa Ana,9.88
EST091144,Estudiante 91144,Administración,Sonsonate,9.68
EST091145,Estudiante 91145,Contaduría,La Libertad,8.81
EST091146,Estudiante 91146,Administración,Santa Ana,8.87
EST091147,Estudiante 91147,Ingeniería en Sistemas,San Miguel,9.59
EST091148,Estudiante 91148,Administración,Sonsonate,9.89
EST091149,Estudiante 91149,Administración,San Salvador,7.3
EST091150,Estudiante 91150,Ingeniería Industrial,San Salvador,6.15
EST091151,Estudiante 91151,Contaduría,Santa Ana,9.14
EST091152,Estudiante 91152,Arquitectura,Sonsonate,6.54
EST091153,Estudiante 91153,Ingeniería en Sistemas,Santa Ana,7.91
EST091154,Estudiante 91154,Contaduría,Santa Ana,6.16
EST091155,Estudiante 91155,Ingeniería en Sistemas,Sonsonate,5.5
EST091156,Estudiante 91156,Arquitectura,San Miguel,8.24
EST091157,Estudiante 91157,Arquitectura,San Salvador,9.6
EST091158,Estudiante 91158,Ingeniería Industrial,Sonsonate,9.34
EST091159,Estudiante 91159,Ingeniería en Sistemas,Sonsonate,7.17
EST091160,Estudiante 91160,Ingeniería en Sistemas,Sonsonate,7.77
EST091161,Estudiante 91161,Ingeniería en Sistemas,San Salvador,8.69
EST091162,Estudiante 91162,Ingeniería en Sistemas,San Salvador,5.71
EST091163,Estudiante 91163,Arquitectura,Santa Ana,7.47
EST091164,Estudiante 91164,Arquitectura,San Miguel,9.06
EST091165,Estudiante 91165,Ingeniería Industrial,Sonsonate,6.39
EST091166,Estudiante 91166,Ingeniería Industrial,Sonsonate,6.14
EST091167,Estudiante 91167,Administración,La Libertad,6.93
EST091168,Estudiante 91168,Arquitectura,San Miguel,7.84
EST091169,Estudiante 91169,Arquitectura,San Miguel,9.36
EST091170,Estudiante 91170,Contaduría,San Salvador,9.5
EST091171,Estudiante 91171,Ingeniería en Sistemas,San Miguel,6.08
EST091172,Estudiante 91172,Ingeniería en Sistemas,Santa Ana,9.39
EST091173,Estudiante 91173,Ingeniería en Sistemas,Santa Ana,7.87
EST091174,Estudiante 91174,Arquitectura,Santa Ana,7.35
EST091175,Estudiante 91175,Arquitectura,San Miguel,5.28
EST091176,Estudiante 91176,Contaduría,San Miguel,6.36
EST091177,Estudiante 91177,Arquitectura,San Salvador,6.3
EST091178,Estudiante 91178,Administración,San Salvador,8.94
EST091179,Estudiante 91179,Administración,San Salvador,6.21
EST091180,Estudiante 91180,Ingeniería Industrial,Santa Ana,5.9
EST091181,Estudiante 91181,Administración,Santa Ana,5.67
EST091182,Estudiante 91182,Ingeniería Industrial,Sonsonate,7.03
EST091183,Estudiante 91183,Ingeniería en Sistemas,Sonsonate,5.19
EST091184,Estudiante 91184,Administración,Sonsonate,6.13
EST091185,Estudiante 91185,Arquitectura,San Miguel,9.22
EST091186,Estudiante 91186,Contaduría,La Libertad,7.38
EST091187,Estudiante 91187,Arquitectura,La Libertad,8.53
EST091188,Estudiante 91188,Ingeniería en Sistemas,La Libertad,9.7
EST091189,Estudiante 91189,Ingeniería en Sistemas,San Miguel,7.05
EST091190,Estudiante 91190,Arquitectura,San Salvador,7.75
EST091191,Estudiante 91191,Ingeniería en Sistemas,San Miguel,9.11
EST091192,Estudiante 91192,Administración,San Miguel,8.31
EST091193,Estudiante 91193,Administración,La Libertad,6.67
EST091194,Estudiante 91194,Contaduría,San Salvador,8.12
EST091195,Estudiante 91195,Administración,Sonsonate,5.03
EST091196,Estudiante 91196,Contaduría,Sonsonate,7.69
EST091197,Estudiante 91197,Administración,San Miguel,8.6
EST091198,Estudiante 91198,Ingeniería Industrial,Sonsonate,8.33
EST091199,Estudiante 91199,Ingeniería Industrial,La Libertad,6.45
EST091200,Estudiante 91200,Ingeniería en Sistemas,San Miguel,7.59
EST091201,Estudiante 91201,Arquitectura,La Libertad,9.55
EST091202,Estudiante 91202,Administración,La Libertad,6.07
EST091203,Estudiante 91203,Ingeniería Industrial,Santa Ana,5.29
EST091204,Estudiante 91204,Contaduría,San Salvador,5.98
EST091205,Estudiante 91205,Arquitectura,La Libertad,5.42
EST091206,Estudiante 91206,Contaduría,Santa Ana,5.29
EST091207,Estudiante 91207,Ingeniería Industrial,La Libertad,7.5
EST091208,Estudiante 91208,Ingeniería Industrial,San Miguel,6.85
EST091209,Estudiante 91209,Contaduría,San Miguel,5.21
EST091210,Estudiante 91210,Administración,Santa Ana,9.3
EST091211,Estudiante 91211,Ingeniería en Sistemas,Santa Ana,5.79
EST091212,Estudiante 91212,Ingeniería Industrial,Sonsonate,8.51
EST091213,Estudiante 91213,Arquitectura,San Miguel,5.66
EST091214,Estudiante 91214,Ingeniería Industrial,La Libertad,6.94
EST091215,Estudiante 91215,Administración,San Salvador,5.96
EST091216,Estudiante 91216,Arquitectura,Santa Ana,9.54
EST091217,Estudiante 91217,Administración,Santa Ana,6.2
EST091218,Estudiante 91218,Arquitectura,La Libertad,7.52
EST091219,Estudiante 91219,Arquitectura,La Libertad,6.09
EST091220,Estudiante 91220,Arquitectura,Sonsonate,8.73
EST091221,Estudiante 91221,Administración,La Libertad,7.31
EST091222,Estudiante 91222,Ingeniería en Sistemas,Santa Ana,9.47
EST091223,Estudiante 91223,Administración,Sonsonate,8.18
EST091224,Estudiante 91224,Contaduría,San Miguel,5.69
EST091225,Estudiante 91225,Administración,Sonsonate,6.51
EST091226,Estudiante 91226,Arquitectura,San Salvador,7.93
EST091227,Estudiante 91227,Contaduría,San Miguel,6.24
EST091228,Estudiante 91228,Ingeniería Industrial,San Salvador,8.08
EST091229,Estudiante 91229,Contaduría,San Miguel,9.36
EST091230,Estudiante 91230,Ingeniería Industrial,Santa Ana,8.06
EST091231,Estudiante 91231,Contaduría,Santa Ana,6.35
EST091232,Estudiante 91232,Arquitectura,La Libertad,5.18
EST091233,Estudiante 91233,Contaduría,Sonsonate,9.12
EST091234,Estudiante 91234,Arquitectura,Sonsonate,6.58
EST091235,Estudiante 91235,Ingeniería en Sistemas,La Libertad,10.0
EST091236,Estudiante 91236,Contaduría,Sonsonate,5.78
EST091237,Estudiante 91237,Administración,Sonsonate,9.04
EST091238,Estudiante 91238,Ingeniería en Sistemas,San Miguel,6.87
EST091239,Estudiante 91239,Arquitectura,La Libertad,5.75
EST091240,Estudiante 91240,Arquitectura,San Salvador,5.41
EST091241,Estudiante 91241,Contaduría,La Libertad,8.84
EST091242,Estudiante 91242,Ingeniería Industrial,La Libertad,6.54
EST091243,Estudiante 91243,Ingeniería en Sistemas,San Miguel,7.52
EST091244,Estudiante 91244,Arquitectura,San Miguel,7.09
EST091245,Estudiante 91245,Administración,San Miguel,7.23
EST091246,Estudiante 91246,Contaduría,San Miguel,8.07
EST091247,Estudiante 91247,Ingeniería en Sistemas,San Salvador,8.65
EST091248,Estudiante 91248,Contaduría,San Salvador,6.04
EST091249,Estudiante 91249,Arquitectura,Sonsonate,5.24
EST091250,Estudiante 91250,Administración,Santa Ana,8.01
EST091251,Estudiante 91251,Ingeniería en Sistemas,Sonsonate,9.52
EST091252,Estudiante 91252,Contaduría,Sonsonate,6.48
EST091253,Estudiante 91253,Administración,La Libertad,8.22
EST091254,Estudiante 91254,Administración,Sonsonate,9.74
EST091255,Estudiante 91255,Contaduría,San Miguel,8.32
EST091256,Estudiante 91256,Contaduría,San Miguel,6.25
EST091257,Estudiante 91257,Ingeniería en Sistemas,San Miguel,8.89
EST091258,Estudiante 91258,Contaduría,San Miguel,7.39
EST091259,Estudiante 91259,Ingeniería Industrial,Sonsonate,5.74
EST091260,Estudiante 91260,Ingeniería Industrial,Santa Ana,9.93
EST091261,Estudiante 91261,Ingeniería en Sistemas,San Miguel,9.88
EST091262,Estudiante 91262,Administración,Santa Ana,5.02
EST091263,Estudiante 91263,Ingeniería Industrial,Santa Ana,5.46
EST091264,Estudiante 91264,Ingeniería en Sistemas,San Salvador,9.44
EST091265,Estudiante 91265,Administración,Santa Ana,8.48
EST091266,Estudiante 91266,Contaduría,San Salvador,5.65
EST091267,Estudiante 91267,Administración,Santa Ana,7.36
EST091268,Estudiante 91268,Arquitectura,San Salvador,9.37
EST091269,Estudiante 91269,Administración,Santa Ana,7.02
EST091270,Estudiante 91270,Arquitectura,San Salvador,8.5
EST091271,Estudiante 91271,Arquitectura,La Libertad,9.13
EST091272,Estudiante 91272,Arquitectura,San Salvador,5.42
EST091273,Estudiante 91273,Arquitectura,San Salvador,7.61
EST091274,Estudiante 91274,Ingeniería Industrial,Santa Ana,5.13
EST091275,Estudiante 91275,Administración,Sonsonate,6.74
EST091276,Estudiante 91276,Ingeniería Industrial,San Miguel,6.6
EST091277,Estudiante 91277,Administración,Sonsonate,6.43
EST091278,Estudiante 91278,Arquitectura,Santa Ana,6.35
EST091279,Estudiante 91279,Ingeniería en Sistemas,La Libertad,5.6
EST091280,Estudiante 91280,Ingeniería Industrial,San Salvador,8.19
EST091281,Estudiante 91281,Ingeniería en Sistemas,Santa Ana,8.65
EST091282,Estudiante 91282,Ingeniería Industrial,La Libertad,7.98
EST091283,Estudiante 91283,Contaduría,San Miguel,6.13
EST091284,Estudiante 91284,Ingeniería en Sistemas,San Salvador,8.53
EST091285,Estudiante 91285,Ingeniería en Sistemas,San Miguel,9.96
EST091286,Estudiante 91286,Arquitectura,Sonsonate,9.96
EST091287,Estudiante 91287,Ingeniería en Sistemas,San Salvador,9.46
EST091288,Estudiante 91288,Contaduría,Santa Ana,5.45
EST091289,Estudiante 91289,Arquitectura,Santa Ana,6.12
EST091290,Estudiante 91290,Ingeniería en Sistemas,La Libertad,7.75
EST091291,Estudiante 91291,Administración,La Libertad,6.05
EST091292,Estudiante 91292,Administración,Sonsonate,6.09
EST091293,Estudiante 91293,Ingeniería en Sistemas,Santa Ana,6.6
EST091294,Estudiante 91294,Contaduría,San Salvador,5.22
EST091295,Estudiante 91295,Arquitectura,Sonsonate,9.97
EST091296,Estudiante 91296,Contaduría,San Miguel,7.28
EST091297,Estudiante 91297,Ingeniería en Sistemas,Santa Ana,8.93
EST091298,Estudiante 91298,Ingeniería en Sistemas,La Libertad,9.48
EST091299,Estudiante 91299,Arquitectura,Sonsonate,9.34
EST091300,Estudiante 91300,Administración,Santa Ana,5.75
EST091301,Estudiante 91301,Ingeniería en Sistemas,Santa Ana,7.4
EST091302,Estudiante 91302,Arquitectura,La Libertad,8.4
EST091303,Estudiante 91303,Arquitectura,San Miguel,8.19
EST091304,Estudiante 91304,Ingeniería en Sistemas,La Libertad,8.1
EST091305,Estudiante 91305,Arquitectura,San Salvador,8.88
EST091306,Estudiante 91306,Ingeniería en Sistemas,Sonsonate,6.53
EST091307,Estudiante 91307,Contaduría,San Miguel,9.6
EST091308,Estudiante 91308,Administración,San Miguel,5.19
EST091309,Estudiante 91309,Arquitectura,San Salvador,7.55
EST091310,Estudiante 91310,Ingeniería Industrial,La Libertad,8.57
EST091311,Estudiante 91311,Arquitectura,Sonsonate,5.96
EST091312,Estudiante 91312,Administración,San Miguel,9.12
EST091313,Estudiante 91313,Ingeniería Industrial,La Libertad,9.52
EST091314,Estudiante 91314,Contaduría,Sonsonate,6.31
EST091315,Estudiante 91315,Arquitectura,San Salvador,8.93
EST091316,Estudiante 91316,Arquitectura,Santa Ana,8.58
EST091317,Estudiante 91317,Arquitectura,La Libertad,8.25
EST091318,Estudiante 91318,Arquitectura,Sonsonate,7.07
EST091319,Estudiante 91319,Administración,Santa Ana,7.62
EST091320,Estudiante 91320,Ingeniería en Sistemas,San Miguel,8.62
EST091321,Estudiante 91321,Ingeniería en Sistemas,San Miguel,7.36
EST091322,Estudiante 91322,Ingeniería Industrial,San Miguel,9.31
EST091323,Estudiante 91323,Ingeniería en Sistemas,Santa Ana,9.6
EST091324,Estudiante 91324,Ingeniería en Sistemas,San Miguel,7.02
EST091325,Estudiante 91325,Administración,Sonsonate,6.3
EST091326,Estudiante 91326,Administración,La Libertad,7.57
EST091327,Estudiante 91327,Ingeniería en Sistemas,San Salvador,8.22
EST091328,Estudiante 91328,Contaduría,La Libertad,7.65
EST091329,Estudiante 91329,Arquitectura,La Libertad,7.49
EST091330,Estudiante 91330,Ingeniería Industrial,La Libertad,9.32
EST091331,Estudiante 91331,Ingeniería en Sistemas,San Salvador,7.58
EST091332,Estudiante 91332,Administración,La Libertad,8.03
EST091333,Estudiante 91333,Ingeniería Industrial,Sonsonate,8.54
EST091334,Estudiante 91334,Ingeniería en Sistemas,San Miguel,5.56
EST091335,Estudiante 91335,Arquitectura,Santa Ana,5.24
EST091336,Estudiante 91336,Contaduría,Santa Ana,9.35
EST091337,Estudiante 91337,Ingeniería Industrial,Sonsonate,6.96
EST091338,Estudiante 91338,Arquitectura,La Libertad,5.73
EST091339,Estudiante 91339,Administración,Santa Ana,9.26
EST091340,Estudiante 91340,Ingeniería Industrial,Sonsonate,8.71
EST091341,Estudiante 91341,Ingeniería en Sistemas,Sonsonate,8.69
EST091342,Estudiante 91342,Ingeniería en Sistemas,Sonsonate,6.04
EST091343,Estudiante 91343,Arquitectura,San Miguel,6.14
EST091344,Estudiante 91344,Ingeniería en Sistemas,San Salvador,9.14
EST091345,Estudiante 91345,Contaduría,San Salvador,8.41
EST091346,Estudiante 91346,Arquitectura,Sonsonate,8.77
EST091347,Estudiante 91347,Arquitectura,San Salvador,7.21
EST091348,Estudiante 91348,Administración,Sonsonate,5.09
EST091349,Estudiante 91349,Ingeniería en Sistemas,La Libertad,6.97
EST091350,Estudiante 91350,Ingeniería Industrial,La Libertad,9.16
EST091351,Estudiante 91351,Ingeniería en Sistemas,Santa Ana,7.33
EST091352,Estudiante 91352,Contaduría,La Libertad,5.69
EST091353,Estudiante 91353,Arquitectura,Sonsonate,6.68
EST091354,Estudiante 91354,Arquitectura,Sonsonate,5.89
EST091355,Estudiante 91355,Arquitectura,San Miguel,6.08
EST091356,Estudiante 91356,Administración,La Libertad,5.53
EST091357,Estudiante 91357,Ingeniería Industrial,San Miguel,7.27
EST091358,Estudiante 91358,Contaduría,San Salvador,9.91
EST091359,Estudiante 91359,Ingeniería en Sistemas,San Miguel,7.17
EST091360,Estudiante 91360,Administración,San Salvador,7.28
EST091361,Estudiante 91361,Arquitectura,San Salvador,8.12
EST091362,Estudiante 91362,Administración,Sonsonate,7.66
EST091363,Estudiante 91363,Ingeniería Industrial,San Salvador,6.12
EST091364,Estudiante 91364,Arquitectura,Sonsonate,5.09
EST091365,Estudiante 91365,Ingeniería Industrial,Santa Ana,6.53
EST091366,Estudiante 91366,Administración,La Libertad,9.04
EST091367,Estudiante 91367,Arquitectura,Santa Ana,8.72
EST091368,Estudiante 91368,Ingeniería Industrial,San Miguel,8.26
EST091369,Estudiante 91369,Ingeniería Industrial,Sonsonate,7.54
EST091370,Estudiante 91370,Arquitectura,San Miguel,7.82
EST091371,Estudiante 91371,Arquitectura,San Salvador,8.58
EST091372,Estudiante 91372,Administración,La Libertad,5.99
EST091373,Estudiante 91373,Administración,Santa Ana,5.15
EST091374,Estudiante 91374,Contaduría,La Libertad,9.06
EST091375,Estudiante 91375,Arquitectura,Santa Ana,6.44
EST091376,Estudiante 91376,Administración,Santa Ana,6.72
EST091377,Estudiante 91377,Arquitectura,Santa Ana,7.98
EST091378,Estudiante 91378,Administración,San Salvador,5.11
EST091379,Estudiante 91379,Arquitectura,Santa Ana,8.12
EST091380,Estudiante 91380,Ingeniería en Sistemas,Santa Ana,5.37
EST091381,Estudiante 91381,Contaduría,San Salvador,9.85
EST091382,Estudiante 91382,Ingeniería Industrial,Santa Ana,6.94
EST091383,Estudiante 91383,Ingeniería Industrial,Sonsonate,9.47
EST091384,Estudiante 91384,Ingeniería en Sistemas,San Miguel,7.05
EST091385,Estudiante 91385,Administración,La Libertad,8.39
EST091386,Estudiante 91386,Contaduría,San Salvador,6.58
EST091387,Estudiante 91387,Administración,San Salvador,5.01
EST091388,Estudiante 91388,Ingeniería Industrial,Sonsonate,9.03
EST091389,Estudiante 91389,Administración,Sonsonate,7.59
EST091390,Estudiante 91390,Administración,Santa Ana,8.86
EST091391,Estudiante 91391,Administración,San Salvador,9.33
EST091392,Estudiante 91392,Contaduría,Santa Ana,9.21
EST091393,Estudiante 91393,Arquitectura,San Salvador,9.15
EST091394,Estudiante 91394,Contaduría,Sonsonate,8.44
EST091395,Estudiante 91395,Arquitectura,San Miguel,5.51
EST091396,Estudiante 91396,Administración,Sonsonate,7.94
EST091397,Estudiante 91397,Arquitectura,La Libertad,5.98
EST091398,Estudiante 91398,Ingeniería Industrial,Santa Ana,6.07
EST091399,Estudiante 91399,Ingeniería Industrial,San Salvador,9.53
EST091400,Estudiante 91400,Ingeniería Industrial,La Libertad,5.23
EST091401,Estudiante 91401,Contaduría,San Miguel,6.1
EST091402,Estudiante 91402,Arquitectura,Santa Ana,8.06
EST091403,Estudiante 91403,Contaduría,Santa Ana,8.84
EST091404,Estudiante 91404,Arquitectura,San Salvador,5.51
EST091405,Estudiante 91405,Contaduría,La Libertad,9.95
EST091406,Estudiante 91406,Arquitectura,San Salvador,6.87
EST091407,Estudiante 91407,Ingeniería Industrial,Sonsonate,7.67
EST091408,Estudiante 91408,Administración,San Miguel,5.7
EST091409,Estudiante 91409,Administración,Santa Ana,7.06
EST091410,Estudiante 91410,Ingeniería Industrial,Santa Ana,5.11
EST091411,Estudiante 91411,Ingeniería Industrial,San Miguel,7.69
EST091412,Estudiante 91412,Arquitectura,San Salvador,9.82
EST091413,Estudiante 91413,Contaduría,San Salvador,9.74
EST091414,Estudiante 91414,Arquitectura,Sonsonate,5.97
EST091415,Estudiante 91415,Ingeniería Industrial,Sonsonate,6.15
EST091416,Estudiante 91416,Ingeniería Industrial,Sonsonate,7.46
EST091417,Estudiante 91417,Ingeniería en Sistemas,Sonsonate,9.41
EST091418,Estudiante 91418,Ingeniería en Sistemas,La Libertad,5.91
EST091419,Estudiante 91419,Ingeniería Industrial,Santa Ana,9.78
EST091420,Estudiante 91420,Ingeniería en Sistemas,Santa Ana,8.16
EST091421,Estudiante 91421,Ingeniería en Sistemas,La Libertad,8.58
EST091422,Estudiante 91422,Administración,La Libertad,8.36
EST091423,Estudiante 91423,Contaduría,San Miguel,9.84
EST091424,Estudiante 91424,Arquitectura,Santa Ana,5.32
EST091425,Estudiante 91425,Ingeniería Industrial,Sonsonate,9.07
EST091426,Estudiante 91426,Arquitectura,La Libertad,8.1
EST091427,Estudiante 91427,Ingeniería Industrial,San Miguel,9.71
EST091428,Estudiante 91428,Ingeniería Industrial,Santa Ana,8.24
EST091429,Estudiante 91429,Administración,San Salvador,6.15
EST091430,Estudiante 91430,Arquitectura,Sonsonate,6.57
EST091431,Estudiante 91431,Ingeniería en Sistemas,San Salvador,7.67
EST091432,Estudiante 91432,Contaduría,La Libertad,5.37
EST091433,Estudiante 91433,Ingeniería en Sistemas,San Miguel,7.35
EST091434,Estudiante 91434,Contaduría,La Libertad,5.75
EST091435,Estudiante 91435,Ingeniería en Sistemas,San Miguel,8.66
EST091436,Estudiante 91436,Ingeniería Industrial,La Libertad,8.9
EST091437,Estudiante 91437,Ingeniería en Sistemas,Sonsonate,9.13
EST091438,Estudiante 91438,Ingeniería en Sistemas,San Miguel,9.74
EST091439,Estudiante 91439,Arquitectura,Sonsonate,5.53
EST091440,Estudiante 91440,Ingeniería Industrial,Sonsonate,8.45
EST091441,Estudiante 91441,Arquitectura,La Libertad,6.94
EST091442,Estudiante 91442,Ingeniería en Sistemas,La Libertad,8.77
EST091443,Estudiante 91443,Arquitectura,Sonsonate,6.62
EST091444,Estudiante 91444,Administración,San Miguel,5.26
EST091445,Estudiante 91445,Ingeniería Industrial,Santa Ana,6.78
EST091446,Estudiante 91446,Contaduría,San Salvador,5.05
EST091447,Estudiante 91447,Ingeniería Industrial,San Salvador,9.25
EST091448,Estudiante 91448,Administración,La Libertad,6.33
EST091449,Estudiante 91449,Contaduría,Sonsonate,6.43
